Order Date,Product Name,Products,Category,Product_Category,Region,Quantity,Sales,Profit
11/01/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,1,$120 ,$9 
6/13/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,1,"$1,176 ",$182 
2/20/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,3,"$1,770 ",$367 
5/20/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,6,"$4,302 ",$965 
12/19/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,3,"$2,988 ",$363 
6/17/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,3,"$3,033 ",$458 
7/14/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,9,"$6,363 ","$1,753 "
07/04/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,6,"$3,402 ",$501 
3/23/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,4,"$3,496 ","$1,033 "
11/19/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,4,"$1,080 ",$205 
2/28/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,6,"$1,530 ",$219 
09/11/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,4,"$3,568 ",$764 
11/13/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,1,$954 ,$49 
3/17/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,4,"$1,196 ",$224 
2/13/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,4,"$2,136 ",$217 
7/13/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,9,"$8,496 ","$2,316 "
05/07/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,7,"$7,280 ","$1,451 "
9/24/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,5,"$4,935 ",$625 
08/12/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,8,"$9,056 ",$872 
01/06/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,1,$563 ,$47 
03/03/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,2,"$1,570 ",$248 
03/02/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,3,"$2,181 ",$517 
9/25/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,4,"$3,808 ",$442 
12/06/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,7,"$6,552 ",$635 
6/18/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,8,"$6,544 ","$1,086 "
11/21/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,3,"$2,631 ",$157 
3/31/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,9,$945 ,$95 
06/11/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,2,$760 ,$192 
4/25/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,4,"$1,392 ",$394 
12/17/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,3,"$1,242 ",$207 
07/05/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,3,"$3,183 ",$869 
04/07/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,5,"$4,260 ",$230 
7/26/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,1,"$1,041 ",$132 
5/18/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,3,"$1,692 ",$349 
3/15/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,4,"$1,728 ",$403 
10/13/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,4,"$4,484 ",$893 
6/19/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,7,"$4,123 ",$750 
11/03/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,2,"$2,372 ",$392 
4/16/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,7,"$5,201 ",$745 
9/27/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,5,"$3,100 ",$695 
07/12/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,6,"$5,292 ","$1,106 "
03/06/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,6,"$5,952 ",$972 
01/10/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,4,"$1,932 ",$473 
10/05/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,6,"$3,486 ","$1,012 "
5/25/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,2,"$1,708 ",$441 
09/12/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,4,"$4,324 ",$288 
7/30/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,4,"$2,708 ",$302 
3/29/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,8,"$7,944 ","$1,143 "
04/10/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,3,$684 ,$39 
01/01/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,9,"$5,904 ","$1,440 "
3/20/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,5,"$4,970 ","$1,080 "
02/02/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,2,"$2,288 ",$235 
7/18/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,6,"$4,662 ",$351 
2/25/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,4,"$2,532 ",$405 
12/19/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,8,"$9,328 ","$1,009 "
02/05/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,1,$686 ,$86 
2/29/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,6,"$1,290 ",$343 
8/26/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,5,"$1,205 ",$235 
9/17/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,7,"$7,966 ","$1,314 "
8/14/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,7,"$1,085 ",$131 
8/29/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,9,"$6,633 ","$1,239 "
11/21/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,7,"$5,096 ",$972 
7/20/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,4,"$4,120 ",$710 
8/15/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,3,"$1,479 ",$208 
04/09/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,7,"$1,652 ",$397 
07/07/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,1,"$1,028 ",$241 
05/01/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,4,"$4,580 ",$655 
1/28/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,8,"$2,152 ",$197 
07/04/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,6,"$4,566 ",$866 
04/06/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,3,"$2,244 ",$302 
02/01/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,4,"$1,344 ",$141 
10/01/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,6,"$2,622 ",$132 
12/03/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,1,$325 ,$47 
12/17/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,1,$960 ,$96 
11/30/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,7,"$2,639 ",$269 
06/05/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,5,"$1,025 ",$246 
1/13/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,2,"$1,924 ",$435 
8/29/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,2,"$1,660 ",$363 
5/23/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,1,$985 ,$105 
7/14/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,5,"$2,600 ",$537 
10/21/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,4,"$2,792 ",$725 
8/31/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,2,$378 ,$87 
4/17/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,8,$968 ,$272 
05/12/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,3,$564 ,$108 
1/25/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,5,"$2,365 ",$668 
04/01/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,6,"$3,252 ",$835 
05/05/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,1,$276 ,$43 
5/20/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,3,"$3,408 ",$206 
10/20/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,6,"$1,398 ",$181 
2/27/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,4,$904 ,$109 
12/01/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,1,"$1,178 ",$161 
7/29/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,3,"$2,535 ",$292 
4/17/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,1,$496 ,$147 
6/30/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,4,"$3,888 ",$284 
03/12/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,7,"$4,921 ",$798 
07/04/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,8,"$4,472 ",$291 
04/09/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,3,$603 ,$153 
03/10/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,9,"$1,899 ",$501 
01/03/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,4,$544 ,$68 
5/29/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,9,"$6,471 ","$1,845 "
3/22/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,1,$677 ,$54 
09/07/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,4,"$1,372 ",$303 
06/08/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,9,"$7,542 ","$1,477 "
4/16/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,1,$924 ,$126 
07/11/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,5,"$3,940 ",$755 
10/05/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,2,$374 ,$49 
3/19/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,5,"$1,800 ",$253 
12/26/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,5,"$3,170 ",$868 
8/17/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,7,"$5,362 ","$1,029 "
11/05/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,9,"$5,976 ","$1,748 "
07/06/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,9,"$8,514 ","$1,400 "
11/25/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,1,$810 ,$157 
01/08/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,1,$71 ,$12 
6/15/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,1,$651 ,$58 
3/13/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,3,"$1,245 ",$119 
11/06/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,1,$464 ,$58 
02/11/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,5,"$5,155 ",$356 
12/11/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,5,"$5,175 ",$786 
1/13/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,2,"$1,668 ",$470 
9/30/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,3,"$1,872 ",$533 
1/16/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,3,$513 ,$133 
04/05/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,2,"$2,276 ",$367 
01/02/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,4,"$3,428 ",$306 
03/02/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,2,"$1,640 ",$177 
5/25/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,7,"$7,077 ","$1,922 "
10/20/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,9,"$9,225 ","$1,391 "
6/20/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,5,"$3,910 ",$585 
05/09/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,5,"$1,995 ",$369 
8/31/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,7,$385 ,$43 
3/23/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,4,"$4,316 ",$567 
4/28/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,1,"$1,169 ",$341 
3/30/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,5,"$2,325 ",$506 
2/18/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,1,$199 ,$49 
8/13/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,3,$375 ,$81 
05/05/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,9,"$8,010 ",$763 
01/03/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,4,$316 ,$77 
11/14/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,9,"$5,895 ",$442 
04/09/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,4,$388 ,$35 
06/12/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,5,"$3,670 ",$463 
10/15/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,9,"$7,731 ","$2,178 "
10/18/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,3,"$1,596 ",$91 
04/06/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,4,"$4,192 ",$216 
7/29/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,7,"$5,264 ",$756 
06/04/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,1,$425 ,$49 
3/17/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,4,"$3,380 ",$212 
03/07/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,7,"$8,379 ","$2,009 "
03/05/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,4,"$2,040 ",$394 
4/17/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,4,"$1,336 ",$117 
8/22/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,2,"$1,934 ",$157 
04/09/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,3,"$1,560 ",$391 
7/20/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,6,"$4,446 ","$1,218 "
3/17/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,3,"$1,893 ",$509 
07/04/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,4,"$4,492 ",$670 
08/12/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,6,"$6,228 ","$1,852 "
4/23/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,7,"$4,403 ","$1,296 "
10/15/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,9,"$4,176 ",$511 
5/24/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,2,$486 ,$64 
05/09/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,5,"$4,880 ","$1,085 "
11/02/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,5,$265 ,$53 
09/10/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,1,"$1,041 ",$129 
3/28/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,8,"$9,448 ",$617 
07/01/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,3,"$1,617 ",$440 
2/17/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,2,"$1,486 ",$234 
07/08/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,8,"$7,152 ","$1,540 "
12/29/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,6,"$1,404 ",$368 
08/11/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,2,$122 ,$16 
08/01/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,9,"$7,533 ","$1,286 "
7/23/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,4,"$3,888 ",$810 
07/05/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,5,$870 ,$49 
11/28/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,2,"$1,446 ",$404 
11/11/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,6,$510 ,$152 
7/29/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,8,"$6,224 ",$790 
4/25/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,2,$686 ,$85 
12/11/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,4,"$2,840 ",$592 
11/12/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,7,"$2,562 ",$348 
05/04/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,5,$790 ,$216 
07/09/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,5,"$4,170 ",$786 
11/22/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,4,"$1,360 ",$374 
3/13/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,6,"$5,316 ",$782 
7/20/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,4,"$3,956 ",$293 
05/09/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,3,$726 ,$94 
08/04/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,4,$228 ,$29 
7/31/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,3,"$2,274 ",$443 
9/13/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,9,"$2,628 ",$460 
5/26/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,6,$606 ,$105 
11/15/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,8,"$7,256 ",$559 
03/11/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,4,"$1,956 ",$126 
6/20/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,6,"$3,954 ",$690 
01/11/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,6,"$2,262 ",$443 
2/15/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,4,"$2,804 ",$392 
4/26/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,9,"$5,850 ","$1,511 "
06/07/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,1,$56 ,$9 
1/17/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,9,"$4,302 ",$345 
5/14/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,9,"$10,143 ","$1,691 "
5/15/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,1,"$1,012 ",$165 
5/22/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,9,"$8,964 ",$449 
08/05/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,6,"$1,758 ",$262 
10/12/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,6,"$6,348 ",$558 
11/04/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,2,"$1,582 ",$422 
5/17/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,2,"$1,924 ",$394 
04/02/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,1,$120 ,$24 
1/26/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,8,"$7,752 ","$1,944 "
7/13/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,2,"$1,114 ",$300 
11/28/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,5,"$1,765 ",$229 
08/10/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,6,"$6,834 ","$1,418 "
9/14/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,5,"$1,520 ",$434 
08/05/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,7,"$8,141 ",$768 
8/30/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,8,"$5,176 ",$866 
05/11/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,9,$738 ,$64 
1/17/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,9,"$4,086 ",$217 
9/16/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,2,$442 ,$28 
1/13/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,6,"$2,478 ",$154 
1/22/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,2,"$1,860 ",$327 
5/24/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,9,"$4,968 ",$992 
03/05/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,3,"$1,446 ",$279 
4/25/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,7,"$1,722 ",$415 
7/13/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,7,"$6,573 ",$460 
09/01/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,3,"$2,481 ",$250 
12/26/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,6,"$3,828 ","$1,103 "
8/20/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,7,"$1,197 ",$103 
01/09/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,7,"$7,623 ","$1,460 "
8/14/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,9,"$3,384 ",$252 
01/01/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,8,"$1,296 ",$274 
7/25/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,8,"$2,840 ",$263 
8/22/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,7,"$1,540 ",$343 
6/28/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,2,"$1,414 ",$308 
4/26/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,8,"$8,328 ",$466 
8/29/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,2,$744 ,$217 
01/02/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,9,"$1,773 ",$168 
08/11/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,7,"$6,034 ","$1,018 "
6/22/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,9,$756 ,$99 
7/27/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,8,"$2,256 ",$469 
11/30/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,7,$875 ,$204 
11/26/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,4,"$1,208 ",$115 
